Country,Country Code,Social Progress Index,Basic Human Needs,Foundations of Wellbeing,Opportunity,Nutrition and Basic Medical Care,Water and Sanitation,Shelter,Personal Safety,Access to Basic Knowledge,Access to Information and Communications,Health and Wellness,Ecosystem Sustainability,Personal Rights,Personal Freedom and Choice,Tolerance and Inclusion,Access to Advanced Education,Undernourishment,Depth of food deficit,Maternal mortality rate,Child mortality rate,Deaths from infectious diseases,Access to piped water,Rural access to improved water source,Access to improved sanitation facilities,Availability of affordable housing,Access to electricity,Quality of electricity supply,Household air pollution attributable deaths,Homicide rate,Level of violent crime,Perceived criminality,Political terror,Traffic deaths,Adult literacy rate,Primary school enrollment,Lower secondary school enrollment,Upper secondary school enrollment,Gender parity in secondary enrollment,Mobile telephone subscriptions,Internet users,Press Freedom Index,Life expectancy,Premature deaths from non-communicable diseases,Obesity rate,Outdoor air pollution attributable deaths,Suicide rate,Greenhouse gas emissions,Water withdrawals as a percentage of resources,Biodiversity and habitat,Political rights,Freedom of speech,Freedom of assembly/association,Freedom of movement,Private property rights,Freedom over life choices,Freedom of religion,Early marriage,Satisfied demand for contraception,Corruption,Tolerance for immigrants,Tolerance for homosexuals,Discrimination and violence against minorities,Religious tolerance,Community safety net,Years of tertiary schooling,Women's average years in school,Inequality in the attainment of education,Number of globally ranked universities,Depth of food deficit - capped,Household air pollution attributable deaths - bucketed,Adult literacy rate - capped,Lower secondary school enrollment - capped,Upper secondary school enrollment - capped,Gender parity in secondary enrollment - capped,Mobile telephone subscriptions - capped,Greenhouse gas emissions - bucketed,Number of globally ranked universities - bucketed
Ukraine,UKR,65.69,78.28,61.74,57.05,97.84,87.76,69.55,57.96,97.76,69.82,42.64,36.73,56.72,52.14,44.52,74.83,5,8,23,10,69.30361,66.3834926,97.6765396,94.2892045,0.311092591,99.8,4.911089171,16.7703,2,3,4,3,13.5,99.76476,97.92537689,98.92392731,95.34719086,0.978609979,138.0646549,41.8,36.93,70.94414634,28.1537,20.1,115.859,20.0062,1042.92313,2.095905385,41.46,3,1,1,4,20,0.465141668,3,0.07,65.3,26,0.476621593,0.106835448,6.4,2,0.851115559,1.34,13.3,0.061,6,8,5,99,98.923927,95.347191,0.97860998,100,1,3
United Arab Emirates,ARE,72.79,89.63,74.16,54.59,98.14,93.31,87.64,79.44,93.94,82.6,69.68,50.42,21.31,73.36,63.99,59.69,5,22,8,8.2,35.62644,78.7440504,99.9900165,97.5369477,0.56791969,94.13527,6.602285114,2.13828,1,1,3,2,12.7,93.83585,91.18602753,101,87,,171.8737993,88,36.03,76.95787805,18.90891,33.7,19.3616,3.97864,419.7553598,5,96.47,6,0,0,1,55,0.920793185,2,0.07,56.6,70,0.881217262,,4,3,0.861047879,0.53,12.6,,6,22,6,93.83585,100,87,1,100,2,3
United Kingdom,GBR,84.68,92.22,79.04,82.78,99.09,99.89,86.13,83.79,98.17,89.43,74.01,54.53,97.68,85.83,69.68,77.91,5,8,8,4.6,28.50098,99.5949405,100,100,0.439191153,100,6.567560841,0,1,2,3,1,3.7,99,99.81511688,106.4367294,87.59303284,1.001659989,123.7698841,89.8441,19.93,81.5,11.95816,24.9,37.7467,7.6297,246.9082852,2.628114968,70.11,1,2,2,4,90,0.838626199,3,0,92.6,78,0.792747943,0.768800825,5.3,2,0.9099022,0.94,13.6,0.026178198,74,8,6,99,100,87.593033,1,100,2,5
United States,USA,82.85,91.23,75.15,82.18,98.52,98.68,90.05,77.66,95.33,85,68.66,51.63,82.16,82.64,74.46,89.47,5,8,28,6.9,31.3432,98.6388147,97.985115,99.9806098,0.689750334,100,6.286266085,0,2,1,2,3,11.4,99,91.82453156,98.03517914,89.48117828,1.003819942,95.52954726,84.2,23.49,78.74146341,14.25484,31.8,33.6148,10.7467,421.6674671,2.888310471,63.35,1,2,1,3,80,0.865866841,3,0.03,84.7,74,0.814948118,0.713291428,4.5,3,0.901375619,1.76,13.9,0.067,181,8,6,99,98.035179,89.481178,1,95.529547,2,5
Uruguay,URY,79.21,86.18,75.03,76.41,97.57,96.33,78.7,72.11,95.54,82.41,71.16,51.01,93.04,82.56,84.12,45.93,5,24,14,11.1,46.23618,99.4894048,94.8809834,96.4449188,0.284049624,99.11,5.741998797,3.85676,2,2,3,1,21.5,98.48557,99.53354645,110.4361496,70.62888336,1.137290001,154.618466,58.1,16.08,76.90782927,17.11193,23.6,9.20041,13.6894,584.7459234,0.863199369,24.62,1,2,2,4,70,0.888877152,4,0.11,87.2,73,0.830802601,0.788147661,2.7,4,0.900489151,0.29,11.6,0.109,2,24,6,98.48557,100,70.628883,1,100,2,1
Uzbekistan,UZB,59.71,79.31,54.25,45.56,92.9,76.48,83.76,64.1,94.35,50.71,52.63,19.33,11.56,63.81,53.35,53.51,5.8,39,36,42.5,85.77182,47.387844,80.906465,100,0.796647824,100,,47.5422,2,3,3,3,11.3,99.59366,88.54244232,94.52604675,129.3383484,0.978420019,74.30678167,38.2,61.01,68.104,31.03204,17.3,68.1262,9.933,1751.195391,4.316671945,12.87,7,0,1,0,15,0.923571691,1,0.05,79.3,18,0.673174155,0.04838181,7.4,3,0.949855849,,12.3,0.014,0,39,5,99,94.526047,100,0.97842002,74.306782,1,0
Venezuela,VEN,63.45,66.12,74.69,49.55,95.99,81.86,61.02,25.59,91.66,73.96,71.31,61.83,36.6,54.35,60.58,46.66,5,12,110,14.9,58.18732,86.7801514,75.264153,90.8732653,0.345614855,100,1.741428661,1.65921,5,4,5,3.5,37.2,96.31986,92.27758789,91.85739899,75.54412079,1.093760014,101.614434,54.9,35.37,74.4875122,15.65433,30.8,9.25358,8.32688,533.6580239,2.299918259,92.92,5,0,1,4,5,0.631213743,3,0.17,77.6,19,0.677768638,0.468578665,6.8,3,0.89201795,0.4,10.7,0.175999999,4,12,6,96.31986,91.857399,75.544121,1,100,2,2
Yemen,YEM,40.3,49.72,50.07,21.12,71.55,43.57,34.98,48.8,60.42,41.57,64.93,33.37,15.52,43.38,20.4,5.16,25.7,176,270,51.3,514.98904,40.4488746,46.5273757,53.3439746,0.34371413,44.84415,1.450234836,67.4799,2,3.5,4,3.5,23.7,70.07401,86.27468109,56.60536957,36.94564819,0.654229999,69.01477877,20,67.26,62.90578049,23.13406,16.7,30.691,2.70545,309.5721989,4.674046102,23.59,6,0,0,1,30,0.616933428,2,0.17,40.1,19,0.275919543,,9.3,1,0.637879386,0.08,1.8,0.4719,0,176,4,70.07401,56.60537,36.945648,0.65423,69.014779,2,0
Zambia,ZMB,51.62,43.87,64.82,46.19,48.84,34.46,37.21,54.95,74.32,55.47,68.64,60.83,53.92,56.29,50.55,23.99,48.3,408,280,87.4,764.33608,15.1901667,49.2474471,42.8204661,0.593255218,18.5,3.326362248,103.411,3,3,3,3,23.8,63.37661,93.71627045,68.39813232,63.8223,0.87467,71.50463179,15.4,30.89,57.02258537,18.10427,4.2,2.73013,14.6945,1733.185187,0.07768468,100,3,1,1,3,30,0.763023908,3,0.19,50.6,38,0.654312495,0.104739008,6,3,0.761102937,0.05,6.7,0.2376,0,408,3,63.37661,68.398132,63.8223,0.87467,71.504632,1,0
Bahrain,BHR,,,67.17,46.94,,99.74,84.78,66.83,95.29,74.4,71.85,27.15,29.28,65.15,47.32,46.01,,,22,6.1,48.48326,100,100,99.1976185,0.531059018,94.13527,6.168239524,6.89055,1,2,4,3,10.5,95.70295,,94.19557953,96.9379425,1.022850037,165.9088811,90,58.26,76.53619512,13.34024,32.6,15.325,8.94686,521.9025075,5,4.99,7,0,0,3,60,0.800448204,2,0.04,55.7,49,0.68339188,,7.6,2,0.880351671,0.37,11.4,,2,,6,95.70295,94.19558,96.937943,1,100,2,1
Belize,BLZ,,,65.56,,94.72,91.17,64.69,,89.98,59.03,71.5,41.73,83.77,,56.73,32.95,6.5,41,45,16.7,104.56716,79.0955379,100,90.5428007,0.395963401,88.22938,4.085434,17.3267,,,,,16.4,,96.23902893,95.64759827,59.70225906,1.049769998,52.93763182,31.7,17.05,73.69914634,14.42399,34.9,3.24333,8.39345,3557.253671,1.347722344,98.58,1,2,2,4,30,0.624145769,4,,70.7,,0.460872334,0.175761834,4.4,4,0.833000832,0.19,9.4,,0,41,5,,95.647598,59.702259,1,52.937632,0,0
Bhutan,BTN,,,69.17,,,69.62,73.99,84.29,79.03,59.67,67.19,70.78,57.45,72.87,50.5,,,,120,36.2,186.9087,56.3617687,97.2677063,46.9289129,0.894336912,72,5.854446982,61.481,1,1,2,2,13.2,64.88745,90.5908432,86.15499115,50.20087814,1.058359981,72.19831102,29.9,30.73,67.88926829,20.51436,5.5,22.557,16.5672,253.6618965,0.450201544,94.92,3,2,0,2,60,0.820767125,2,0.14,84.1,65,0.596650356,0.166937808,7.6,3,0.877806702,,,0.13296,0,,4,64.88745,86.154991,50.200878,1,72.198311,2,0
Burundi,BDI,,,46.63,32.2,,44.69,22.08,48.9,62.42,32.18,61.41,30.51,36.17,44.1,38.87,9.66,,,740,82.9,704.8319,6.366573,73.2013567,47.481174,0.303110645,5.3,2.083958197,133.247,3,3,4,3.5,21.3,85.62481,93.95085144,38.71580124,14.54506969,0.734660029,24.96258806,1.3,40.5,53.6287561,24.29228,3.3,13.4776,15.6111,5399.896965,0,30.29,6,1,1,2,20,0.427258309,4,0.1,39,20,0.576450497,0.034666662,8.1,4,0.563049301,0.03,3.2,0.41,0,,3,85.62481,38.715801,14.54507,0.73466003,24.962588,0,0
Cape Verde,CPV,,,70.5,,91.01,69.85,52.92,,92.41,77.56,74.59,37.44,94.2,,,27.14,9.9,71,53,26,141.88444,55.3754948,85.9839422,64.9369641,,67,2.701063892,36.9987,,,,,22.4,87.57656,97.16423798,114.6729431,72.18533325,1.190510035,100.1124481,37.5,14.32,74.54373171,15.10845,11.5,35.4708,5.07396,263.351106,,7.32,1,2,2,4,75,,4,,75.2,57,,,4.2,4,,,5.9,0.182,0,71,5,87.57656,100,72.185333,1,100,2,0
Comoros,COM,,,55.01,42.51,,58.27,44.5,,79.04,47.4,67.73,25.88,67.12,39.77,50.23,12.89,,,350,77.9,494.6237,29.6928183,96.7309616,35.3917032,0.39535091,48.34415,,99.6512,,,,,21.8,77.76355,83.33229065,75.30534363,70.66928864,0.958109975,47.28425115,6.5,24.52,60.644,23.47109,4.4,1.3411,12.7869,276.6694229,5,0,3,1,2,4,30,0.53329952,3,,28.6,26,0.652773432,0.080047488,5.3,3,0.719217886,,5.4,0.474,0,,4,77.76355,75.305344,70.669289,0.95810997,47.284251,2,0
"Congo, Democratic Republic of",ZAR,,,47.69,26.26,,19.37,24.13,27.75,55.62,37.13,63.82,34.18,5.75,36.95,42.63,19.69,,,730,118.5,920.67195,7.9743347,29.0391626,31.3828077,0.330787916,15.2,,127.231,5,5,4,5,20.9,63.82477,,54.61021042,37.17583084,0.590420008,43.70465113,2.2,44.64,49.62326829,23.5655,1.9,18.134,6.66051,6210.46602,0.006045932,44.85,6,0,0,0,10,0.538337622,4,0.25,15.5,22,0.597537105,0.108896177,9.6,3,0.818891585,0.04,5.8,0.29396,0,,3,63.82477,54.61021,37.175831,0.59042001,43.704651,0,0
C_te d'Ivoire,CIV,,47.09,,31.58,61.99,43.41,46.65,36.32,,59.83,63.43,56.21,20.11,50.37,45.23,10.6,14.7,103,720,100,861.31661,40.364561,67.8195041,21.8585416,0.47500332,58.9,3.855222351,103.579,5,4,4,4,20.9,43.11306,61.85739136,,31.37286949,,95.44605196,2.6,31.63,50.40173171,23.30033,6.7,20.5974,4.53709,1142.197539,0.044008016,81.23,5,0,0,1,35,0.777639604,4,0.25,31.5,32,0.851031171,0.028097316,9,3,0.705543147,0.17,3.6,0.454,0,103,3,43.11306,,31.372869,,95.446052,1,0
Gabon,GAB,,61.91,,48.07,83.24,53.13,50.3,60.96,,63.26,70.79,62.67,48.89,48.44,61.8,33.16,5,22,240,56.1,589.38116,60.9996374,62.9669749,41.4006855,0.189731518,81.6,2.310514822,49.4925,4,2,3,2,22.5,83.17981,,,,,214.7500375,9.2,31.32,63.07392683,15.04277,15,5.26547,11.7516,243.5911138,1.559075188,82.94,6,1,2,2,40,0.604448864,4,0.22,34.8,37,0.672131986,0.063782294,3.6,4,0.824138659,0.41,8.6,0.235,0,22,5,83.17981,,,,100,2,0
"Gambia, The",GMB,,57.9,55.36,,77.65,61.15,42.89,49.9,64.26,58.61,68.24,30.33,42.45,43.34,,9.23,6,37,430,73.8,590.45238,32.2789153,84.3516375,60.1900934,,30.96424,3.266972916,95.9977,4,4,3,3,18.8,55.54719,70.91323853,66.10881042,47.72753906,0.948459983,99.9766937,14,46.42,58.60707317,19.13068,8.5,29.007,3.08104,2819.649782,0.416833845,37.05,6,1,1,3,25,,4,0.25,23.6,29,,,3.7,4,,0.06,2.9,,0,37,4,55.54719,66.10881,47.727539,0.94845998,99.976694,0,0
Guinea-Bissau,GNB,,,,,60.46,27.22,,31.45,,53.37,64.26,57.85,57.93,42.99,,7.54,17.7,120,560,123.9,869.7815,5.2471269,55.5327042,19.668145,,57.04416,,107.586,5,5,4,3,31.2,59.91057,69.77422333,,20.63242912,,74.09102511,3.1,30.05,54.03363415,22.39572,5.4,34.4981,3.15425,1138.655617,0.166057843,89.87,5,1,2,4,20,,4,0.22,30.9,19,,,6,3,,,2.1,0.403,0,120,3,59.91057,,20.632429,,74.091025,1,0
Haiti,HTI,,36.02,,36.89,47.6,25.93,22.58,47.98,,56.37,68.16,38.12,47.53,46.07,38.69,15.27,51.8,523,380,72.8,405.37111,8.6836106,47.4987381,24.3595322,0.328964502,33.9,1.917532012,159.155,3,4,4,3,,60.73228,,,,,69.39885695,10.6,23.53,62.70265854,23.92597,8.4,22.0323,2.7905,503.1132798,2.375955,1.09,5,1,1,4,10,0.556882767,4,0.19,46.4,19,0.431452415,0.145705188,7,3,0.636894533,0.04,6.1,0.40446,0,523,2,60.73228,,,,69.398857,2,0
Libya,LBY,,,56.43,,,,62.06,51.09,95.49,61.87,67.42,0.96,10.88,50.25,41.77,,,,15,14.5,52.63904,,,96.5567672,0.143295493,100,2.846271226,2.4041,2,3,4,4,,91.02328,,108.4626083,100.2114334,1.176489949,165.0449946,16.5,39.84,75.17604878,17.63396,30.8,41.5191,3.08656,3268.716649,4.84021236,0.89,6,0,0,1,10,0.681255115,2,0.03,40.4,18,0.50853945,,7.5,2,0.846434748,0.58,,,0,,6,91.02328,100,100,1,100,0,0
Luxembourg,LUX,,,82.42,81.95,99.39,99.9,88.79,,96.06,95.69,75.25,62.68,97.68,88.89,83.24,58.01,5,8,11,2,20.53522,99.6557478,100,100,0.557781506,100,6.602669302,0,,,,,6.3,100,92.07405853,113.7018814,91.31672668,1.031149983,148.6426713,93.7765,6.7,81.39268293,11.41894,23.4,29.1204,9.6864,249.4323525,2.508313934,100,1,2,2,4,90,0.924919272,4,0.01,,82,0.842320127,0.787507179,2.8,4,0.874103114,1.06,12.4,0.059999999,0,8,6,99,100,91.316727,1,100,2,0
Malta,MLT,,,73.61,70.38,98.99,100,81.15,,93.37,82.26,72.35,46.47,84.43,74.36,74.11,48.63,5,8,9,6.1,23.59118,100,100,100,0.617579624,100,4.746776213,0,,,,,3.8,94.43679,95.08170319,93.83473969,81.20140076,1.04203999,129.7545011,68.9138,23.84,80.74634146,11.61218,26.6,54.6827,3.84557,256.9893774,5,80.96,1,1,2,4,75,0.901282543,4,,70.5,55,0.564048594,0.720578866,4,4,0.938027424,0.51,,0.057,0,8,6,94.43679,93.83474,81.201401,1,100,2,0
Oman,OMN,,,70.47,,,84.85,86.76,71.81,94.62,75.7,74.52,37.03,36.68,62.86,,,,,11,11.4,84.24151,72.5933698,86.1427354,96.6386552,0.583912246,94.13527,6.349450801,9.72805,1,2,2,2,30.4,91.13657,96.34660339,98.3265686,96.85780334,0.950479984,154.6459078,66.45,38.83,76.59104878,17.81812,22,21.0353,1.48279,737.2123264,4.913785867,42.28,6,0,0,4,55,0.910819263,2,0.04,36.3,45,,,2.7,4,,,8.4,,1,,6,91.13657,98.326569,96.857803,0.95047998,100,2,1
Papua New Guinea,PNG,,,55.39,,,17.4,,47.64,63.03,45.69,60.33,52.5,63.06,51.58,,27.16,,,220,61.4,554.25686,9.2041032,32.7777319,18.7124477,,14.54415,,84.2662,4,5,4,2,13,64.23469,85.63318634,72.70789337,22.29047966,0.755089998,40.97654202,6.5,23.46,62.29892683,26.42219,15.9,2.41344,18.748,697.5078128,0.596268378,25.68,4,2,1,4,20,,4,0.16,46.3,25,,,6.6,2,,0.05,5.4,0.115,0,,4,64.23469,72.707893,22.29048,0.75509,40.976542,2,0
Qatar,QAT,,,70.6,52.15,,100,85.28,88.22,97.01,82.55,74.81,28.03,29.91,69.17,62.5,47.01,,,6,8.2,28.33651,,100,100,0.48982014,94.13527,6.453621707,1.79699,1,1,2,1,14,97.29822,92.3927536,101.1179504,102.4830093,1.098170042,152.6441746,85.3,34.32,78.45380488,14.21322,33.1,9.48859,4.56392,323.763907,5,8.47,6,0,0,2,70,0.903133748,2,0.18,59.4,69,0.796181886,,4.9,4,0.840000759,0.63,10.5,,1,,6,97.29822,100,100,1,100,2,1
Sierra Leone,SLE,,34.43,,36.16,37.78,18.94,21.41,59.59,,43.59,59.78,52.35,39.04,44.44,56.63,4.55,25.5,190,1100,160.6,1327.38804,5.1987321,42.3788268,13.0170185,0.223709078,12.1,1.963805098,101.205,4,3,2,2.5,22.6,48.09047,,66.20111847,,,44.13438771,1.7,28.23,45.32904878,27.47974,7,16.223,3.40936,719.1707608,0.508070552,23.54,3,1,1,1,10,0.661454885,4,0.31,31.4,31,0.76048131,0.064780914,5.9,3,0.868556496,0.05,2.1,0.487,0,190,3,48.09047,66.201118,,,44.134388,2,0
Singapore,SGP,,,,62.83,,100,82.72,85.23,,75.32,80.68,50.6,49.5,80.18,64.91,56.74,,,6,2.8,66.24703,100,,100,0.554556156,72.59882,6.679390749,0,1,1,3,1.5,5.1,96.76147,,,,,155.6006879,73,44.29,82.14390244,10.50441,6.4,27.7592,11.3042,189.1505373,5,46.33,4,0,1,2,90,0.798631546,2,0,74.5,84,0.612484701,0.24831857,2.8,4,0.806792039,1.35,10.1,,2,,6,96.76147,,,,100,3,1
Sudan,SDN,,,,25.14,,31.24,38.99,35.3,,41.77,69.91,35.72,20.01,27.92,31.91,20.72,,,360,76.6,494.95886,24.2309166,50.1832024,23.5532351,0.338178307,29,,51.2518,4,3.5,4,5,25.1,75.89989,,49.33895,,,72.85231291,22.7,71.88,61.86395122,17.43419,6.6,14.9605,11.2339,1192.408686,0.912859496,16.29,7,0,0,3,,0.404944045,1,0.24,28.7,11,0.531618426,0.067509041,9.9,1,0.811181568,0.09,6.2,,0,,4,75.89989,49.33895,,,72.852313,1,0
Suriname,SUR,,,75.4,58.02,91.75,79.17,65.37,,91.51,76.01,67.48,66.62,71.72,66.59,58.57,35.2,8.4,59,130,22.8,83.74282,67.1420901,88.4160668,80.3259245,0.443985305,100,3.446058724,18.9579,,,,,19.6,95.57191,92.24329376,89.74115753,78.73674011,1.314339995,127.3188497,37.4,18.2,70.81139024,13.64352,25.8,3.3936,21.9733,554.0577719,0.253345091,75.04,2,1,2,4,35,0.867315194,4,,70.8,36,0.669221228,0.361427598,6.1,4,0.747685451,,8.8,0.194999999,0,59,5,95.57191,89.741158,78.73674,1,100,2,0
Syria,SYR,,,56.14,24.25,,88.95,67.07,31.24,84.92,34.98,67.57,37.08,7.44,41.14,23.4,25,,,49,14.6,41.00698,86.6699662,87.200969,95.697297,0.220728827,92.7,3.904424998,3.58771,2,5,5,5,22.9,86.43327,93.09819031,92.5743103,41.42947006,1.004480004,55.97464086,26.2,77.04,74.71070732,19.1328,31.6,38.6098,0.668084,,3.851932965,23.44,7,0,0,1,10,0.395152582,1,0.11,56.1,20,0.428934634,0.36057118,10,1,0.500386772,0.21,7.8,0.314999999,0,,6,86.43327,92.57431,41.42947,1,55.974641,2,0
Timor-Leste,TMP,,50.55,59.34,,71.47,40.81,37.93,51.97,75.11,47.58,72.51,42.14,74.58,55.42,,11.32,28.8,197,270,54.6,343.54306,23.6148984,60.5171526,38.9261884,,38,3.045128932,130.186,3,4,4,2,19.5,67.52085,91.11958313,62.18714905,50.25748062,1.01947999,57.37594218,1.1,29.04,67.02058537,23.74678,2.9,3.44403,7.76945,,4.806092253,60.43,3,2,2,4,20,,4,0.08,46.6,28,,,6.8,3,,,4.9,0.476,0,197,3,67.52085,62.187149,50.257481,1,57.375942,2,0
Trinidad and Tobago,TTO,,75.18,,63.83,92.16,87.51,78.37,42.7,,81.11,62.2,34.18,75.2,68.91,65.82,45.38,9,67,84,21.3,80.43849,75.7539296,93.051396,92.1249493,0.342986467,99,5.419633109,3.9202,5,5,4,2,16.7,98.96305,95.18177795,97.46167755,,,144.9406517,63.8,23.28,69.81714634,26.15113,30,3.42848,12.0988,1142.608706,5,83.48,2,1,2,4,50,0.829435087,4,0.03,63.1,38,0.678697776,0.26955967,4.4,4,0.87959518,0.34,11.8,0.065999999,0,67,6,98.96305,97.461678,,,100,1,0
Turkmenistan,TKM,,75.82,,,91.85,62.92,87.01,61.52,,43.9,41.01,20.68,6.28,58.39,55.58,,5,21,61,55.2,115.79694,45.3324237,53.718439,99.0637223,0.650042029,100,,5.06808,2,3,3,3,,99.69291,,,,,116.893432,9.6,80.81,65.31358537,40.83949,14.3,97.3306,10.7887,1847.058267,4.29960978,17.86,7,0,0,1,5,0.75337709,2,0.05,70.7,17,0.504459112,,6.9,4,0.896932538,,12.5,,0,21,6,99,,,,100,1,0
Vietnam,VNM,,74.19,,36.28,89.8,68.35,68.38,70.22,,56.45,76.24,55.12,8.6,62.3,42.14,32.09,12.9,99,49,23.8,95.95641,25.6537185,93.5612424,74.9905318,0.741629235,96,4.189499943,64.2816,1,2,2,3,24.7,94.50683,98.05641174,91.97329712,,,130.8904335,43.9,72.36,75.60668293,17.38399,1.6,35.0226,5.84297,661.847846,1.008669435,43.39,7,0,0,1,15,0.812844731,1,0.1,80,31,0.418092115,0.20708428,6,2,0.748132768,0.23,8.2,0.18,0,99,4,94.50683,91.973297,,,100,2,0
Zimbabwe,ZWE,,45.16,,33.4,57.93,47.86,35.29,39.58,,61.43,60.34,58.14,9.19,51.66,41.4,31.35,31.8,244,470,88.5,711.2803,34.1145647,68.6989443,39.8916391,0.57433057,36.9,2.117556045,103.33,4,4,5,3.5,14.6,86.50256,,,,,96.3498668,18.5,39.19,58.04597561,19.31859,8.6,1.69045,30.1472,1186.288583,0.64041833,99.52,5,0,0,0,10,0.618525607,3,0.26,79.6,21,0.535151794,0.041560999,8.1,3,0.764736893,0.04,9.4,0.178,0,244,3,86.50256,,,,96.349867,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
