Spot Mag Potas Thor Uran
6 75 255 75 111 
136 74 255 72 101 
224 73 255 70 90 
151 73 255 69 82 
193 72 245 70 78 
183 72 206 70 74 
204 71 180 70 71 
170 70 171 66 68 
113 70 164 63 70 
81 69 159 60 74 
90 69 153 57 77 
64 69 148 57 79 
154 122 53 45 41 
132 118 53 43 42 
232 116 55 42 44 
255 116 53 44 42 
188 116 62 44 41 
147 116 71 44 41 
44 117 81 46 42 
73 119 83 47 44 
42 121 83 48 45 
141 122 83 48 46 
168 123 83 48 46 
85 124 83 48 46 
130 125 83 47 45 
151 126 81 45 42 
120 126 83 42 40 
100 125 81 39 37 
86 125 81 38 34 
83 125 81 39 31 
231 124 85 40 28 
175 123 88 41 31 
151 120 88 42 32 
163 117 85 43 35 
156 114 85 43 37 
198 113 90 44 38 
125 111 90 43 38 
161 110 90 43 39 
115 109 90 44 37 
54 108 88 47 34 
32 105 85 51 32 
88 101 88 52 33 
11 97 95 54 36 
125 93 104 53 41 
141 90 113 52 44 
103 89 122 50 45 
124 88 134 49 46 
144 88 148 51 48 
88 87 164 55 49 
166 87 180 59 53 
141 86 194 62 60 
95 85 197 61 71 
176 85 199 61 83 
141 84 206 62 97 
105 84 220 60 110 
68 83 227 69 112 
129 82 234 75 114 
107 82 241 79 115 
125 82 248 81 117 
117 81 255 79 120 
210 81 255 75 125 
95 81 255 75 125 
115 81 255 75 126 
151 81 255 76 127 
154 81 255 77 129 
112 81 255 78 132 
124 80 255 79 133 
136 80 255 80 132 
156 80 255 80 128 
15 80 255 78 126 
103 79 255 75 122 
124 79 255 68 119 
103 79 255 62 119 
85 79 255 60 114 
40 79 255 63 111 
45 79 255 68 108 
25 79 245 73 103 
44 79 229 75 99 
139 79 222 74 98 
151 79 222 72 96 
119 79 220 69 94 
79 79 222 69 94 
57 79 222 67 97 
83 80 220 66 100 
190 80 224 63 103 
73 80 231 62 104 
27 80 238 63 106 
81 80 248 64 109 
45 81 255 66 115 
90 81 255 69 119 
227 81 255 73 121 
185 81 255 76 127 
159 82 255 80 131 
192 82 255 82 131 
234 82 255 82 127 
197 83 255 84 124 
163 83 255 87 121 
156 83 255 87 120 
151 84 255 87 119 
151 84 255 86 118 
166 84 255 86 118 
166 84 255 83 122 
103 84 255 79 126 
83 85 255 76 131 
79 85 255 79 129 
71 85 255 85 125 
59 85 255 93 120 
166 85 255 101 114 
129 85 255 87 122 
151 85 255 77 130 
180 85 255 72 132 
198 85 255 75 134 
110 85 255 81 133 
136 84 255 86 133 
181 84 255 86 134 
190 84 255 83 136 
168 84 255 79 138 
192 83 255 76 141 
176 83 255 75 144 
168 82 255 79 143 
144 81 255 80 142 
176 80 255 79 139 
231 79 255 80 135 
158 78 255 81 131 
102 77 255 81 127 
198 77 255 80 123 
170 76 255 79 123 
0 75 255 76 120 
8 74 255 72 114 
105 73 255 70 107 
171 73 255 69 97 
32 73 243 69 89 
64 72 217 70 83 
68 71 190 70 80 
90 70 180 68 75 
141 70 178 64 73 
88 70 173 60 74 
142 69 169 57 77 
141 69 162 55 80 
175 69 155 55 80 
0 123 55 40 44 
39 119 55 39 45 
127 117 60 38 47 
154 116 57 39 47 
120 116 64 40 45 
192 117 71 43 42 
134 118 78 45 43 
130 120 78 48 43 
170 122 81 47 45 
52 123 81 47 45 
62 124 83 48 47 
83 126 83 48 47 
103 127 88 47 46 
149 128 85 45 43 
91 130 85 43 40 
90 131 83 43 36 
93 133 83 41 34 
190 132 83 40 31 
202 131 83 40 30 
129 128 83 40 29 
129 124 78 41 31 
113 120 76 42 33 
132 116 76 42 35 
171 114 74 43 35 
119 113 76 44 37 
125 111 78 43 36 
142 110 85 45 34 
98 108 85 48 32 
56 105 85 52 31 
90 101 88 52 33 
17 97 99 52 38 
129 93 111 50 43 
125 90 120 46 47 
115 88 129 45 49 
119 88 139 45 50 
113 88 148 49 49 
68 88 157 53 50 
119 87 166 58 51 
102 86 173 59 55 
93 86 176 61 62 
45 85 178 62 72 
35 84 183 61 83 
25 83 187 61 93 
59 83 197 64 101 
47 82 208 69 106 
59 82 222 72 109 
74 81 236 75 114 
105 81 248 77 119 
74 81 255 75 124 
51 81 255 76 125 
62 80 255 76 126 
59 80 255 77 127 
193 80 255 77 129 
78 80 255 78 131 
39 80 255 80 133 
56 80 255 81 133 
161 80 255 80 128 
68 80 255 79 126 
120 79 255 74 124 
56 79 255 69 122 
11 79 255 62 121 
69 79 255 60 117 
73 79 255 63 115 
113 79 255 67 111 
42 79 250 71 107 
64 79 231 74 102 
52 79 220 73 98 
66 79 215 72 96 
113 79 215 70 95 
108 79 215 68 96 
149 79 217 68 100 
173 79 222 67 103 
76 80 229 64 107 
185 80 238 64 110 
61 80 248 64 111 
81 80 255 65 113 
90 80 255 67 116 
56 81 255 72 114 
200 81 255 76 116 
227 81 255 81 120 
210 81 255 85 124 
171 82 255 87 125 
175 82 255 87 121 
205 82 255 87 120 
136 82 255 87 119 
124 83 255 86 118 
129 83 255 86 119 
136 83 255 84 122 
163 83 255 82 124 
81 83 255 81 126 
30 84 255 78 128 
59 84 255 75 130 
74 84 255 78 127 
59 84 255 82 121 
59 84 255 88 116 
61 84 255 88 116 
136 85 255 84 120 
130 84 255 78 126 
71 84 255 75 127 
69 84 255 77 129 
136 84 255 81 130 
161 84 255 85 130 
136 83 255 82 134 
159 83 255 79 138 
176 83 255 74 140 
171 82 255 72 144 
163 82 255 72 145 
195 81 255 74 146 
187 81 255 77 143 
183 80 255 80 138 
91 79 255 82 132 
124 78 255 83 129 
192 77 255 81 125 
188 76 255 79 122 
180 75 255 78 122 
171 74 255 75 119 
59 74 255 72 116 
57 73 255 68 112 
76 73 245 68 103 
22 73 224 69 95 
158 72 206 71 89 
255 71 192 72 84 
76 70 185 68 80 
146 70 183 63 78 
153 70 183 58 79 
175 69 180 56 82 
154 69 173 54 85 
190 69 166 53 84 
124 125 57 36 47 
120 120 60 35 49 
91 117 62 34 50 
195 116 62 35 49 
161 116 64 38 47 
173 117 69 43 44 
193 119 74 48 41 
61 120 71 52 39 
105 122 74 53 40 
76 124 76 52 44 
6 125 81 49 47 
52 126 85 47 47 
57 128 88 46 46 
61 130 90 45 44 
102 133 90 47 38 
163 135 88 47 33 
81 138 85 45 31 
170 139 83 41 31 
110 138 81 42 30 
107 133 78 41 29 
28 128 69 41 29 
18 122 69 41 31 
28 117 67 41 32 
103 114 67 42 33 
134 113 67 42 34 
161 111 71 44 34 
119 110 74 46 32 
117 108 78 49 32 
44 104 85 52 32 
42 100 90 52 34 
27 95 106 49 40 
88 92 118 46 45 
110 89 129 41 50 
18 88 139 39 53 
139 88 146 41 53 
171 88 146 46 53 
132 88 153 51 50 
10 88 155 56 49 
8 87 155 60 49 
54 86 155 62 53 
54 85 153 62 57 
56 84 155 60 66 
71 83 159 60 77 
253 83 166 60 87 
125 82 180 62 96 
153 82 199 66 102 
151 81 222 70 111 
102 81 241 74 117 
10 81 255 75 124 
103 81 255 77 126 
244 80 255 77 127 
105 80 255 78 128 
170 80 255 78 129 
64 80 255 78 130 
168 80 255 80 133 
129 80 255 81 134 
79 80 255 80 128 
86 79 255 77 130 
56 79 255 72 128 
98 79 255 67 125 
156 79 255 63 124 
166 79 255 62 121 
227 79 255 61 120 
164 79 255 65 117 
93 79 255 68 112 
56 79 234 72 104 
95 79 217 73 99 
90 79 208 72 96 
100 79 206 69 95 
10 79 208 67 98 
6 79 213 66 102 
147 79 224 67 108 
44 79 236 66 113 
178 79 245 66 115 
49 80 255 66 116 
56 80 255 66 116 
81 80 255 70 113 
105 80 255 74 111 
25 80 255 80 110 
15 81 255 87 111 
124 81 255 92 114 
170 81 255 94 115 
176 81 255 93 115 
147 82 255 91 115 
130 82 255 88 116 
192 82 255 85 117 
153 82 255 83 120 
151 83 255 80 124 
181 83 255 78 128 
144 83 255 77 131 
64 83 255 76 131 
39 83 255 74 130 
61 84 255 77 123 
59 84 255 80 116 
56 84 255 82 111 
11 84 255 80 114 
98 84 255 81 118 
105 84 255 82 118 
105 84 255 79 121 
40 83 255 80 123 
139 83 255 83 125 
164 83 255 83 129 
141 83 255 80 135 
171 82 255 76 138 
175 82 255 71 141 
141 81 255 69 145 
154 81 255 67 149 
146 81 255 72 147 
119 80 255 77 143 
71 79 255 82 137 
159 78 255 85 131 
200 77 255 85 127 
181 77 255 82 125 
178 76 255 78 123 
180 75 255 76 121 
193 74 255 75 118 
222 74 255 72 118 
181 73 255 69 114 
15 73 243 66 107 
69 72 224 68 100 
215 72 213 70 93 
255 71 204 71 89 
30 70 197 67 86 
141 70 194 62 82 
168 70 190 59 83 
200 70 187 56 86 
57 69 185 56 87 
122 69 178 55 87 
173 126 60 33 49 
181 121 64 32 51 
117 118 67 31 52 
86 117 67 32 52 
117 117 67 37 50 
144 117 67 43 44 
255 119 69 51 40 
20 121 67 57 36 
28 122 69 57 37 
93 124 74 53 43 
102 126 81 48 47 
119 127 85 47 48 
136 129 90 46 47 
125 132 92 48 43 
178 135 92 49 36 
73 138 88 52 31 
151 142 85 48 30 
47 144 85 45 29 
73 143 78 42 30 
98 139 69 41 29 
35 132 64 40 29 
78 126 57 40 29 
39 120 57 40 30 
120 116 57 41 30 
108 113 57 42 32 
129 111 62 43 31 
170 109 67 46 31 
96 107 76 49 30 
42 104 88 51 31 
51 99 90 52 34 
44 95 111 48 40 
209 92 122 43 48 
188 89 136 38 53 
207 88 150 36 56 
255 88 148 38 56 
205 88 146 43 53 
222 89 143 49 49 
164 88 141 55 46 
175 87 139 60 44 
107 86 136 62 44 
20 85 134 62 46 
54 84 134 61 53 
130 83 134 59 63 
42 83 143 57 75 
5 82 159 56 87 
42 82 183 60 97 
171 81 208 66 108 
181 81 236 71 117 
185 81 255 75 125 
108 81 255 78 129 
168 81 255 79 130 
255 80 255 78 128 
241 80 255 79 130 
134 80 255 80 132 
130 80 255 80 134 
64 80 255 81 136 
5 79 255 81 129 
10 79 255 75 133 
0 79 255 69 133 
13 79 255 67 131 
45 79 255 65 129 
170 79 255 64 126 
214 79 255 63 125 
153 79 255 64 124 
147 79 255 66 118 
34 79 238 70 110 
64 79 220 71 102 
34 79 206 70 97 
74 79 197 67 97 
18 79 199 65 100 
115 79 210 64 107 
175 79 227 65 113 
214 79 241 67 118 
187 79 252 69 122 
52 79 255 68 120 
79 80 255 67 118 
100 80 255 70 112 
79 80 255 75 106 
64 80 255 83 102 
149 80 255 92 102 
171 81 255 98 104 
156 81 255 100 108 
176 81 255 98 109 
142 81 255 94 111 
86 81 255 89 114 
40 82 255 84 116 
71 82 255 81 121 
156 82 255 78 126 
120 83 255 76 132 
132 83 255 74 135 
136 83 255 74 133 
66 83 255 75 129 
39 83 255 77 121 
76 83 255 78 112 
88 83 255 77 109 
66 83 255 78 107 
71 84 255 81 114 
27 83 255 81 115 
45 83 255 82 116 
42 83 255 82 119 
45 83 255 83 123 
146 82 255 81 127 
164 82 255 78 133 
175 82 255 74 138 
190 82 255 70 142 
181 81 255 66 146 
192 81 255 66 148 
124 80 255 72 146 
151 79 255 78 142 
170 79 255 84 134 
200 78 255 88 128 
192 78 255 88 124 
176 77 255 84 123 
178 76 255 78 124 
168 75 255 77 122 
144 74 255 76 120 
100 74 255 70 120 
134 73 255 70 116 
105 73 255 66 114 
0 72 243 68 106 
54 72 227 70 98 
76 72 217 69 94 
44 71 206 67 90 
59 70 197 59 89 
54 70 194 58 89 
147 70 192 58 89 
181 70 190 57 89 
215 70 183 57 88 
51 127 62 32 50 
79 121 64 32 51 
47 118 67 32 52 
3 116 69 31 54 
105 116 69 36 51 
8 117 67 44 45 
40 119 64 53 39 
0 121 62 60 35 
3 123 64 61 35 
15 125 71 54 42 
39 126 78 48 47 
35 128 85 47 48 
90 130 92 46 46 
134 133 95 48 43 
207 136 92 51 35 
112 140 88 53 31 
85 144 85 50 29 
91 148 83 45 29 
171 147 76 42 30 
47 144 62 41 30 
17 137 60 40 28 
100 131 57 39 28 
51 123 57 40 29 
35 117 57 41 29 
122 113 57 42 30 
100 110 57 44 31 
108 109 64 46 30 
132 107 74 49 30 
11 103 85 51 32 
66 99 95 52 34 
71 95 108 47 41 
103 92 125 42 48 
108 89 136 36 53 
110 88 148 34 55 
119 88 148 36 55 
207 88 146 42 52 
255 89 136 48 48 
255 88 132 54 44 
107 87 127 59 40 
20 86 122 62 38 
37 85 120 62 38 
79 84 118 61 44 
51 84 118 58 53 
69 83 125 54 66 
100 82 141 52 78 
32 82 166 57 91 
42 81 197 63 103 
103 81 224 70 115 
78 81 248 75 125 
81 81 255 78 131 
81 81 255 79 131 
214 81 255 79 129 
180 80 255 79 130 
74 80 255 80 132 
130 80 255 81 134 
246 79 255 82 136 
227 79 255 80 129 
173 79 255 75 134 
210 79 255 69 134 
251 79 255 68 133 
215 79 255 67 132 
188 78 255 66 130 
176 78 255 65 130 
125 78 255 64 129 
102 78 255 65 124 
45 79 248 68 115 
103 79 224 69 105 
69 79 206 69 98 
95 79 197 69 96 
44 79 201 64 101 
25 79 215 63 108 
190 79 231 64 116 
219 79 248 67 122 
193 79 255 70 125 
71 79 255 70 124 
66 79 255 68 121 
85 79 255 70 112 
51 80 255 76 104 
81 80 255 86 98 
190 80 255 96 95 
159 80 255 102 99 
156 81 255 104 103 
156 81 255 102 105 
187 81 255 96 109 
188 81 255 89 112 
119 81 255 84 116 
141 82 255 81 122 
207 82 255 79 128 
166 82 255 76 135 
73 83 255 75 137 
151 83 255 74 133 
120 83 255 74 129 
44 83 255 77 118 
57 83 255 78 110 
51 83 255 76 106 
100 83 255 76 106 
110 83 255 79 112 
85 83 255 80 112 
52 83 255 83 111 
112 83 255 82 114 
79 83 255 80 119 
76 82 255 80 125 
180 81 255 76 130 
195 81 255 74 135 
156 81 255 69 138 
195 81 255 67 142 
195 80 255 68 143 
175 80 255 72 142 
227 79 255 79 138 
204 79 255 85 131 
185 79 255 90 123 
164 78 255 89 120 
197 77 255 84 123 
156 77 255 79 124 
164 76 255 77 125 
197 75 255 74 125 
205 74 255 70 123 
139 73 255 67 123 
136 73 255 66 119 
163 73 255 66 111 
22 73 248 67 104 
8 72 231 67 100 
40 71 213 65 94 
130 71 197 60 91 
130 71 197 59 91 
93 71 192 59 91 
103 71 192 58 91 
168 71 187 59 89 
90 128 64 33 50 
103 122 64 33 51 
219 117 67 32 52 
180 115 69 33 52 
146 115 67 38 50 
173 116 67 45 44 
93 118 64 53 39 
68 120 62 59 35 
57 122 64 60 35 
88 125 71 55 41 
171 127 76 49 47 
45 129 85 45 50 
141 131 92 46 49 
40 134 92 49 42 
149 137 92 51 35 
83 142 90 52 31 
52 146 85 50 29 
93 151 81 45 30 
156 152 71 41 30 
51 150 60 41 29 
37 144 60 40 28 
54 137 57 39 29 
62 128 57 40 29 
44 119 57 41 29 
79 113 55 42 30 
40 109 57 44 31 
129 108 64 46 30 
197 106 74 48 30 
110 103 81 49 31 
22 99 90 51 33 
68 95 106 47 40 
110 92 118 42 46 
181 89 132 37 51 
197 88 143 33 55 
255 88 146 37 52 
255 88 141 41 49 
200 89 134 47 45 
64 88 125 52 41 
22 87 120 56 36 
62 87 113 60 34 
61 86 108 62 33 
30 85 108 60 39 
64 85 108 56 47 
52 84 118 52 59 
54 83 132 49 71 
108 83 155 53 83 
144 82 185 60 98 
71 81 213 66 110 
40 81 234 71 119 
51 81 245 74 123 
192 81 255 76 124 
198 81 255 78 122 
188 80 255 79 123 
47 79 255 80 123 
61 79 255 81 127 
149 79 255 81 130 
166 79 255 78 125 
214 79 255 74 125 
222 79 255 73 126 
146 78 255 73 127 
204 78 255 73 127 
187 78 255 71 128 
185 78 255 68 130 
176 78 255 65 131 
42 78 255 66 126 
20 78 252 68 117 
129 78 229 69 107 
95 78 210 70 99 
98 78 201 70 97 
17 79 206 65 101 
51 79 220 64 109 
141 79 238 64 117 
214 79 252 67 122 
32 79 255 70 126 
1 79 255 70 125 
27 79 255 68 122 
219 79 255 71 113 
244 79 255 78 105 
231 79 255 86 97 
209 80 255 95 97 
209 80 255 102 97 
136 80 255 107 99 
141 81 255 104 105 
147 81 255 97 109 
149 81 255 89 113 
141 81 255 84 116 
125 81 255 82 121 
175 82 255 80 126 
161 82 255 77 134 
115 82 255 74 138 
127 82 255 73 132 
113 83 255 74 127 
125 83 255 76 118 
64 83 255 77 108 
44 83 255 76 104 
47 83 255 75 105 
66 83 255 77 112 
95 83 255 79 111 
74 83 255 82 108 
51 83 255 81 111 
107 82 255 79 116 
71 82 255 78 122 
81 81 255 77 127 
95 81 255 75 130 
69 81 255 71 134 
178 80 255 69 137 
207 80 255 71 137 
159 79 255 74 136 
190 79 255 80 131 
173 79 255 86 126 
185 79 255 89 121 
139 79 255 85 121 
185 78 255 80 124 
166 77 255 78 128 
166 76 255 76 129 
151 76 255 73 129 
190 75 255 70 131 
159 74 255 67 129 
164 74 255 65 125 
129 73 255 64 117 
171 73 255 64 110 
20 73 243 64 105 
52 72 213 63 99 
42 72 197 61 91 
110 72 197 60 91 
176 73 194 60 91 
112 73 194 58 92 
125 74 187 60 91 
139 128 64 33 50 
124 121 67 34 51 
188 116 67 34 51 
119 114 67 36 50 
105 114 67 41 49 
164 116 64 46 44 
124 118 64 53 40 
134 120 62 57 37 
125 122 64 58 37 
83 125 71 55 42 
57 127 76 51 46 
27 129 83 48 48 
103 132 92 45 50 
134 135 90 50 42 
112 138 88 51 36 
122 143 85 50 32 
147 148 83 48 30 
27 153 78 44 30 
79 157 69 40 30 
30 155 60 40 30 
56 151 57 39 29 
32 145 57 39 29 
54 133 57 40 30 
69 121 57 42 30 
95 113 57 43 30 
47 109 60 44 31 
102 107 62 47 31 
100 105 69 48 31 
59 103 78 48 31 
25 98 85 51 33 
66 94 99 48 40 
117 91 111 44 44 
127 89 122 40 48 
18 88 132 38 50 
251 88 136 38 49 
231 88 134 42 47 
139 88 127 46 43 
10 88 120 50 40 
56 87 113 53 35 
69 87 108 58 32 
61 87 106 60 31 
61 86 102 58 36 
74 86 106 54 42 
40 85 113 49 52 
42 84 127 46 64 
85 83 146 50 75 
88 82 171 57 89 
90 82 194 63 98 
210 81 210 69 105 
161 81 220 72 108 
125 81 229 74 109 
74 81 234 75 108 
120 80 238 77 108 
125 79 241 78 109 
188 79 243 80 113 
183 79 250 80 117 
113 79 255 78 115 
255 78 255 76 115 
192 78 255 76 118 
44 78 255 78 120 
113 78 255 78 122 
40 78 255 76 125 
95 78 255 73 128 
8 78 255 70 129 
25 78 255 69 126 
49 78 255 70 118 
30 78 238 71 108 
74 78 220 71 99 
129 78 213 71 97 
103 78 215 68 100 
51 78 229 67 106 
64 78 243 67 112 
100 79 255 69 118 
13 79 255 72 123 
164 79 255 72 123 
224 79 255 68 122 
219 79 255 72 113 
209 79 255 78 107 
197 79 255 85 101 
105 80 255 94 99 
180 80 255 100 98 
161 80 255 107 99 
170 80 255 103 106 
88 81 255 96 110 
120 81 255 89 114 
170 81 255 84 117 
139 81 255 83 121 
183 81 255 81 124 
151 82 255 80 133 
161 82 255 78 136 
141 82 255 75 131 
91 82 255 73 126 
115 82 255 75 117 
52 82 255 75 108 
83 82 255 75 105 
61 82 255 73 105 
44 83 255 76 112 
59 83 255 78 110 
96 83 255 80 107 
28 82 255 81 108 
59 82 255 82 110 
45 82 255 79 117 
59 81 255 78 122 
103 81 255 77 126 
81 81 255 73 128 
83 80 255 73 130 
93 80 255 75 129 
11 79 255 79 126 
30 79 255 83 124 
113 79 255 90 120 
200 79 255 86 122 
119 79 255 78 125 
166 79 255 74 128 
88 78 255 75 131 
47 77 255 75 131 
139 77 255 73 132 
110 76 255 70 134 
176 76 255 66 135 
219 75 255 63 130 
217 75 255 63 122 
176 75 255 62 116 
168 74 248 62 111 
96 74 220 62 102 
42 74 201 62 92 
108 75 199 62 94 
146 75 204 62 92 
100 76 201 61 93 
137 76 192 61 91 
144 128 64 37 48 
51 121 64 37 48 
98 116 67 38 49 
49 113 67 40 48 
164 113 67 43 47 
129 114 64 47 44 
129 116 64 52 41 
113 118 64 56 39 
98 121 67 57 39 
168 124 71 56 42 
110 127 74 53 44 
56 130 78 52 46 
108 132 85 51 46 
28 135 85 51 42 
79 138 85 50 37 
130 143 83 49 34 
119 149 78 46 32 
96 155 71 43 31 
107 160 67 40 30 
96 161 57 39 30 
52 159 57 39 30 
78 152 57 39 30 
90 138 62 40 29 
57 123 62 41 29 
35 113 64 43 30 
28 108 64 44 30 
103 106 64 47 30 
88 104 69 48 31 
134 102 69 49 32 
76 98 83 50 34 
122 94 92 49 39 
34 91 102 47 43 
86 89 111 44 46 
229 88 118 42 47 
255 88 125 41 47 
66 88 125 43 45 
23 88 122 45 42 
61 88 115 48 39 
61 88 108 51 35 
85 87 106 55 31 
66 87 102 59 30 
79 87 102 54 34 
105 87 106 50 40 
102 87 113 45 48 
85 85 125 44 58 
90 84 139 47 67 
28 83 159 54 78 
8 82 178 60 86 
98 82 192 66 91 
93 81 199 69 92 
95 81 204 71 93 
119 81 206 73 92 
90 80 210 75 92 
66 79 213 76 94 
0 79 220 77 97 
76 79 234 78 103 
166 78 255 77 106 
130 78 255 77 107 
100 78 255 79 109 
156 78 255 81 112 
56 78 255 82 118 
0 78 255 80 123 
3 78 255 76 127 
39 78 255 73 128 
66 78 255 72 126 
74 78 255 71 119 
45 78 245 71 109 
40 78 229 72 100 
51 78 224 72 97 
100 78 227 72 98 
59 78 238 70 103 
64 78 252 71 109 
54 78 255 73 113 
119 79 255 75 117 
205 79 255 75 119 
141 79 255 74 118 
161 79 255 72 116 
122 79 255 77 109 
180 79 255 84 105 
129 79 255 91 103 
188 80 255 98 101 
91 80 255 103 102 
185 80 255 101 107 
141 80 255 95 112 
139 80 255 88 116 
156 81 255 84 118 
161 81 255 83 121 
110 81 255 84 123 
161 81 255 83 129 
181 82 255 80 132 
139 82 255 78 129 
154 82 255 74 126 
91 82 255 74 118 
42 82 255 74 109 
51 82 255 72 106 
61 82 255 72 106 
59 82 255 74 111 
88 82 255 76 109 
98 82 255 78 106 
78 82 255 80 106 
40 82 255 81 107 
64 82 255 81 111 
45 81 255 80 116 
54 81 255 78 121 
98 81 255 76 123 
37 80 255 77 122 
27 80 255 80 120 
40 80 255 84 116 
40 79 255 86 116 
23 79 255 86 119 
22 79 255 80 124 
23 80 255 72 128 
134 80 255 70 131 
56 79 255 73 132 
17 79 255 76 131 
158 78 255 74 132 
224 78 255 71 133 
170 77 255 65 133 
181 77 255 62 129 
181 77 255 59 123 
180 77 255 62 115 
170 76 252 63 111 
214 76 231 64 102 
105 77 215 63 93 
44 77 217 63 93 
66 77 224 63 91 
105 78 224 63 93 
61 79 204 63 91 
176 129 64 39 47 
74 120 64 41 46 
224 115 62 43 46 
202 112 64 44 45 
117 112 64 46 45 
115 113 64 48 44 
100 115 67 53 41 
161 117 67 55 41 
103 120 69 55 40 
185 123 71 57 41 
90 126 74 57 42 
23 129 76 56 44 
156 132 81 54 43 
144 134 83 52 42 
137 137 81 50 39 
127 142 78 46 35 
66 148 74 44 33 
66 156 67 42 32 
68 162 60 39 31 
137 166 60 38 30 
100 166 57 39 30 
69 158 57 39 31 
22 143 67 40 29 
44 125 71 41 29 
61 113 74 43 29 
76 107 74 44 29 
120 105 67 47 31 
85 104 67 48 32 
130 102 67 49 32 
25 98 76 51 33 
159 94 83 50 38 
59 91 92 49 42 
85 89 97 47 44 
146 88 104 45 44 
86 88 111 44 44 
61 88 115 44 42 
22 88 115 45 41 
61 87 113 46 38 
56 87 106 49 35 
44 88 104 53 32 
32 88 102 53 32 
35 88 104 51 34 
17 88 108 47 39 
64 88 113 43 46 
105 87 122 42 54 
28 85 134 46 62 
76 84 148 50 69 
42 82 159 57 73 
146 82 173 61 76 
28 82 178 64 77 
103 81 180 67 77 
115 81 180 69 76 
166 80 180 72 77 
144 79 185 75 78 
95 78 199 74 84 
56 78 215 75 92 
74 78 238 76 98 
130 78 255 78 102 
168 78 255 81 105 
105 78 255 83 107 
226 78 255 83 112 
222 78 255 82 120 
132 78 255 79 127 
42 78 255 74 129 
30 78 255 72 127 
69 78 255 70 122 
83 78 255 70 110 
76 78 243 71 102 
105 78 238 73 96 
22 78 243 74 97 
30 78 250 73 101 
45 78 255 75 104 
74 78 255 77 109 
100 78 255 79 112 
178 79 255 79 114 
159 79 255 77 116 
156 79 255 74 116 
215 79 255 74 115 
187 79 255 81 111 
113 79 255 88 108 
110 79 255 96 104 
139 80 255 100 104 
164 80 255 99 109 
120 80 255 94 114 
176 80 255 88 118 
146 80 255 84 121 
178 81 255 84 122 
107 81 255 84 123 
17 81 255 85 127 
61 81 255 84 128 
30 82 255 80 125 
117 82 255 74 124 
79 82 255 73 118 
32 82 255 72 111 
34 82 255 69 108 
56 82 255 69 109 
64 82 255 72 112 
35 82 255 74 109 
61 82 255 77 106 
61 82 255 80 104 
112 82 255 80 105 
85 82 255 84 107 
45 81 255 81 112 
47 81 255 79 117 
57 81 255 78 118 
61 80 255 81 115 
74 80 255 85 111 
61 80 255 89 108 
71 80 255 89 108 
81 80 255 84 117 
22 80 255 75 126 
85 81 255 67 129 
71 80 255 70 129 
54 80 255 75 130 
54 80 255 76 130 
35 79 255 75 129 
122 79 255 71 129 
166 79 255 67 125 
170 79 255 64 123 
161 79 255 63 118 
195 78 255 63 111 
161 78 255 66 108 
198 78 245 66 98 
209 79 243 64 92 
35 79 248 64 91 
32 79 255 64 90 
79 80 250 65 92 
107 81 217 64 91 
110 128 67 42 46 
11 119 62 45 43 
166 114 62 47 43 
161 111 62 48 43 
105 111 64 49 44 
88 112 62 51 43 
66 113 67 51 42 
108 115 69 53 43 
154 118 69 54 42 
117 122 69 56 41 
25 125 71 60 40 
74 128 74 60 41 
81 131 76 58 41 
68 133 78 54 41 
102 136 76 50 39 
112 140 74 46 37 
49 146 69 42 34 
32 155 62 40 32 
44 164 57 38 31 
103 170 55 38 30 
119 172 57 39 31 
79 164 67 39 29 
30 146 74 40 29 
40 126 78 41 27 
22 112 83 43 27 
125 106 81 44 29 
115 104 76 47 30 
103 103 67 48 32 
100 101 67 49 32 
73 97 71 51 35 
115 94 76 52 37 
56 91 81 51 41 
154 89 85 50 41 
69 88 92 48 41 
23 88 99 46 41 
119 88 106 44 41 
64 88 108 43 38 
39 87 106 43 37 
56 87 102 47 35 
56 88 99 50 33 
51 88 99 51 32 
44 89 106 48 34 
56 89 108 43 37 
61 88 113 40 43 
51 87 120 42 50 
61 86 127 44 55 
69 84 134 48 60 
161 83 146 52 62 
156 82 155 55 62 
35 82 162 56 64 
119 82 159 62 62 
79 81 157 65 62 
76 80 155 68 63 
154 79 162 71 65 
61 78 176 70 72 
28 78 197 72 82 
90 78 217 75 89 
110 78 243 78 96 
40 78 255 82 100 
59 78 255 85 103 
91 78 255 84 110 
154 78 255 83 119 
180 78 255 80 125 
146 78 255 76 128 
57 78 255 73 127 
88 78 255 70 123 
69 78 255 69 112 
71 78 255 69 103 
59 78 252 74 96 
113 78 255 74 96 
163 78 255 76 99 
25 78 255 78 101 
28 78 255 81 103 
168 78 255 83 106 
141 78 255 83 111 
61 79 255 81 114 
141 79 255 76 118 
175 79 255 76 118 
96 79 255 80 116 
197 79 255 86 112 
181 79 255 94 107 
168 80 255 98 106 
129 80 255 97 111 
51 80 255 92 117 
56 80 255 87 120 
49 80 255 84 122 
88 81 255 84 122 
44 81 255 86 121 
18 81 255 88 124 
76 81 255 88 125 
40 81 255 84 122 
69 82 255 79 121 
30 82 255 73 118 
18 82 255 69 114 
28 82 255 67 111 
40 82 255 68 110 
56 82 255 70 112 
59 82 255 72 111 
69 82 255 75 106 
59 82 255 79 102 
56 82 255 84 101 
57 82 255 88 102 
59 81 255 82 109 
64 81 255 80 114 
39 81 255 80 114 
35 81 255 83 110 
56 80 255 88 105 
